,soc_bid_1
1539,56.782005
1540,56.61334
1541,56.3581
1542,56.229557
1543,56.192493
1544,56.179977
1545,56.26
1546,56.536434
1547,56.628307
1548,56.865753
1549,57.43271
1550,57.9
1551,58.586838
1552,57.032875
1553,55.81733
1554,54.985165
1555,54.65013
1556,53.687294
1557,53.194405
1558,53.159477
1559,53.48908
1560,54.022743
1561,54.44681
1562,54.791542
1563,55.126354
1564,55.28404
1565,55.826317
1566,56.15921
1567,56.519928
1568,56.976757
1569,57.23193
1570,57.367466
1571,57.6061
1572,57.504906
1573,57.35615
1574,57.263897
1575,57.54924
1576,57.90412
1577,58.239304
1578,58.40131
1579,58.59992
1580,58.68136
1581,58.77861
1582,59.014248
1583,58.995953
1584,59.176758
1585,59.609013
1586,59.710583
1587,59.497765
1588,59.419846
1589,59.3977
1590,59.320736
1591,59.467506
1592,59.582897
1593,60.07082
1594,60.189556
1595,60.301968
1596,60.35495
1597,60.832287
1598,60.8563
1599,60.94255
1600,61.257286
1601,61.34989
1602,61.612892
1603,61.855003
1604,62.178802
1605,62.59081
1606,62.92529
1607,63.15763
1608,63.474598
1609,63.26374
1610,63.13074
1611,62.8572
1612,62.601597
1613,62.363197
1614,62.961704
1615,63.143158
1616,63.125885
1617,63.541054
1618,64.61337
1619,65.159935
1620,67.2261
1621,68.3552
1622,68.82646
1623,68.8457
1624,68.51485
1625,68.598656
1626,68.51811
1627,68.40417
1628,68.28184
1629,68.11922
1630,67.67715
1631,67.32228
1632,67.19909
1633,67.084465
1634,66.80713
1635,66.98044
1636,67.20041
1637,67.277016
1638,66.82805
1639,66.44596
1640,67.66152
1641,69.70652
1642,69.73863
1643,69.58666
1644,69.66299
1645,69.82477
1646,69.351654
1647,67.638275
1648,66.68014
1649,65.8311
1650,65.11791
1651,64.32742
1652,63.820957
1653,63.34961
1654,62.788048
1655,62.168842
1656,61.94883
1657,61.554543
1658,61.38757
1659,61.486782
1660,61.495678
1661,61.262867
1662,60.9276
1663,60.848038
1664,60.69788
1665,60.564198
1666,60.402054
1667,60.242275
1668,60.20972
1669,60.0381
1670,59.79454
1671,60.003197
1672,60.100464
1673,60.29512
1674,60.43718
1675,60.43752
1676,60.18269
1677,60.293167
1678,60.17473
1679,60.16656
1680,59.970303
1681,59.717915
1682,59.507633
1683,59.40855
1684,59.33459
1685,59.18576
1686,59.16627
1687,58.799576
1688,58.602974
1689,58.591843
1690,58.511665
1691,58.545532
1692,58.595924
1693,58.655113
1694,58.748688
1695,59.193607
1696,59.995327
1697,60.94102
1698,60.79871
1699,60.639523
1700,60.358288
1701,60.297466
1702,60.063927
1703,59.81518
1704,59.594513
1705,59.611084
1706,59.330833
1707,59.17248
1708,59.091564
1709,58.624916
1710,58.362152
1711,58.056797
1712,57.713802
1713,57.541607
1714,57.39401
1715,56.907337
1716,56.379795
1717,55.881073
1718,55.576202
1719,55.36375
1720,55.218296
1721,55.175713
1722,55.15196
1723,55.082554
1724,55.09719
1725,55.051624
1726,55.096024
1727,55.050976
1728,55.04277
1729,55.030426
1730,55.16469
1731,55.119423
1732,55.179665
1733,55.188686
1734,55.287838
1735,55.40868
1736,55.413876
1737,55.46924
1738,55.475433
1739,55.435837
1740,55.348236
1741,55.22062
1742,55.20715
1743,55.115097
1744,55.06763
1745,55.040405
1746,55.01311
1747,55.04435
1748,55.08879
1749,55.192524
1750,55.29306
1751,55.256382
1752,55.357
1753,55.395298
1754,55.37314
1755,55.20058
1756,55.26227
1757,55.249157
1758,55.25129
1759,55.26779
1760,55.2699
1761,55.3294
1762,55.347218
1763,55.361645
1764,55.33798
1765,55.30943
1766,55.27816
1767,55.153847
1768,55.012672
1769,54.798336
1770,54.94127
1771,54.95674
1772,54.969322
1773,54.82898
1774,54.75505
1775,54.67021
1776,54.65215
1777,54.595757
1778,54.596348
1779,54.63948
1780,54.645885
1781,54.62202
1782,54.728973
1783,54.761177
1784,54.78497
1785,54.818527
1786,54.80673
1787,54.856808
1788,54.942204
1789,54.936523
1790,54.89406
1791,54.87165
1792,54.767
1793,54.68802
1794,54.45959
1795,54.35997
1796,54.229565
1797,54.03087
1798,53.916946
1799,53.90974
1800,53.94146
1801,53.923306
1802,53.914806
1803,53.901993
1804,53.85746
1805,53.756763
1806,53.856346
1807,53.793472
1808,53.713818
1809,53.726063
1810,53.656445
1811,53.53465
1812,53.37945
1813,53.303
1814,53.197357
1815,53.09315
1816,53.10714
1817,53.206173
1818,53.05047
1819,53.073116
1820,52.92618
1821,52.90557
1822,52.88855
1823,52.882973
1824,52.756176
1825,52.68642
1826,52.711357
1827,52.49137
1828,52.424095
1829,50.87229
1830,49.65593
1831,48.279552
1832,47.200905
1833,46.67065
1834,46.471203
1835,46.620094
1836,46.450348
1837,46.549408
1838,46.927967
1839,47.608715
1840,47.99684
1841,47.817066
1842,47.837597
1843,47.83562
1844,46.187626
1845,43.71501
1846,42.122173
1847,40.74368
1848,40.06513
1849,40.911808
1850,41.356884
1851,40.57329
1852,39.213497
1853,38.923233
1854,39.067596
1855,38.263687
1856,37.960064
1857,38.906605
1858,38.767735
1859,38.46299
1860,37.225563
1861,36.409576
1862,35.509525
1863,35.317696
1864,36.122616
1865,35.53449
1866,35.534603
1867,36.00081
1868,36.39942
1869,36.617107
1870,36.988533
1871,36.68703
1872,36.349937
1873,36.240902
