,charge,discharge,soc
74,0.0,4083.423133333325,10535.961037036985
75,0.0,525.7513333333304,9951.79288888884
76,0.0,575.7513333333304,9312.069185185139
77,0.0,598.7513333333304,8646.789925925883
78,0.0,624.7513333333304,7952.621777777738
79,0.0,654.7513333333304,7225.12029629626
80,0.0,681.7513333333304,6467.618814814781
81,0.0,697.7513333333304,5692.339555555525
82,0.0,701.7513333333304,4912.615851851825
83,0.0,661.7513333333304,4177.336592592569
84,0.0,617.7513333333304,3490.946222222202
85,0.0,575.7513333333304,2851.2225185185016
86,0.0,543.7513333333304,2247.0543703703565
87,0.0,317.7513333333304,1893.9973333333228
88,0.0,83.75133333333042,1800.940296296289
89,0.0,0.0,1800.940296296289
90,0.0,0.0,1800.940296296289
91,0.0,0.0,1800.940296296289
92,0.0,0.0,1800.940296296289
93,0.0,0.0,1800.940296296289
94,0.0,1066.4231333333296,616.0257037037006
95,0.0,554.4231333333305,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0,0.0,0.0
122,0.0,0.0,0.0
123,5.67600000000084,0.0,5.108400000000756
124,0.0,0.0,5.108400000000756
125,0.0,0.0,5.108400000000756
126,236.03144444443046,0.0,217.53669999998817
127,439.00980000000027,0.0,612.6455199999884
128,491.00980000000027,0.0,1054.5543399999888
129,594.0098000000003,0.0,1589.1631599999891
130,734.0098000000003,0.0,2249.7719799999895
131,795.0098000000003,0.0,2965.2807999999895
132,1025.0098000000003,0.0,3887.7896199999896
133,578.6760000000008,0.0,4408.59801999999
134,610.6760000000008,0.0,4958.206419999991
135,764.6760000000008,0.0,5646.414819999992
136,759.6760000000008,0.0,6330.123219999992
137,1113.0098000000003,0.0,7331.832039999993
138,1004.6760000000008,0.0,8236.040439999993
139,1082.6760000000008,0.0,9210.448839999994
140,1043.6760000000008,0.0,10149.757239999994
141,1162.0098000000003,0.0,11195.566059999994
142,1144.0098000000003,0.0,12225.174879999995
143,1149.0098000000003,0.0,13259.283699999996
144,1013.0098000000003,0.0,14170.992519999996
145,890.6760000000008,0.0,14972.600919999997
146,1268.0098000000003,0.0,16113.809739999997
147,1406.0098000000003,0.0,17379.218559999998
148,1536.0098000000003,0.0,18761.627379999998
149,1804.0098000000003,0.0,20385.2362
150,1959.0098000000003,0.0,22148.34502
151,1688.0098000000003,0.0,23667.55384
152,1252.0098000000003,0.0,24794.36266
153,1268.0098000000003,0.0,25935.57148
154,1646.0098000000003,0.0,27416.9803
155,1702.6760000000008,0.0,28949.3887
156,1460.6760000000008,0.0,30263.9971
157,1221.6760000000008,0.0,31363.505500000003
158,1202.6760000000008,0.0,32445.913900000003
159,1220.6760000000008,0.0,33544.522300000004
160,1422.0098000000003,0.0,34824.33112
161,1306.0098000000003,0.0,35999.73994
162,1222.0098000000003,0.0,37099.54876
163,1104.0098000000003,0.0,38093.15758
164,781.0098000000003,0.0,38796.066399999996
165,367.67600000000084,0.0,39126.974799999996
166,417.67600000000084,0.0,39502.8832
167,423.67600000000084,0.0,39884.1916
168,128.67600000000084,0.0,40000.0
169,0.0,0.0,40000.0
170,0.0,0.0,40000.0
171,0.0,0.0,40000.0
172,0.0,0.0,40000.0
173,0.0,0.0,40000.0
174,0.0,0.0,40000.0
175,0.0,0.0,40000.0
176,0.0,0.0,40000.0
177,0.0,0.0,40000.0
178,0.0,0.0,40000.0
179,0.0,0.0,40000.0
180,0.0,0.0,40000.0
181,0.0,0.0,40000.0
182,0.0,0.0,40000.0
183,0.0,0.0,40000.0
184,0.0,0.0,40000.0
185,0.0,0.0,40000.0
186,0.0,0.0,40000.0
187,0.0,0.0,40000.0
188,0.0,0.0,40000.0
189,0.0,0.0,40000.0
190,0.0,0.0,40000.0
191,0.0,0.0,40000.0
192,0.0,0.0,40000.0
193,0.0,0.0,40000.0
194,0.0,0.0,40000.0
195,0.0,0.0,40000.0
196,0.0,0.0,40000.0
197,0.0,0.0,40000.0
198,0.0,0.0,40000.0
199,0.0,0.0,40000.0
200,0.0,0.0,40000.0
201,0.0,0.0,40000.0
202,0.0,0.0,40000.0
203,0.0,0.0,40000.0
204,0.0,0.0,40000.0
205,0.0,0.0,40000.0
206,0.0,0.0,40000.0
207,0.0,0.0,40000.0
208,0.0,0.0,40000.0
209,0.0,0.0,40000.0
210,0.0,0.0,40000.0
211,0.0,0.0,40000.0
212,0.0,74.63259999999764,39917.07488888889
213,0.0,130.63259999999764,39771.92755555556
214,0.0,216.08466666683307,39531.8334814813
215,0.0,375.41053333332866,39114.71066666649
216,0.0,325.63259999999764,38752.89666666649
217,0.0,390.41053333332866,38319.107185185014
218,0.0,495.41053333332866,37768.65103703687
219,0.0,510.41053333332866,37201.52822222206
220,0.0,528.4105333333287,36614.405407407256
221,0.0,505.41053333332866,36052.838148148
222,0.0,508.41053333332866,35487.937555555414
223,0.0,351.63259999999764,35097.234666666525
224,0.0,329.63259999999764,34730.97622222208
225,0.0,300.63259999999764,34396.939999999864
226,0.0,324.63259999999764,34036.237111110975
227,0.0,354.63259999999764,33642.20088888876
228,0.0,515.4105333333287,33069.522518518395
229,0.0,426.41053333332866,32595.73303703692
230,0.0,456.41053333332866,32088.61022222211
231,0.0,349.63259999999764,31700.129555555446
232,0.0,471.41053333332866,31176.34007407397
233,0.0,368.63259999999764,30766.748296296195
234,0.0,372.63259999999764,30352.712074073974
235,0.0,484.41053333332866,29814.478148148053
236,0.0,506.41053333332866,29251.799777777687
237,0.0,526.4105333333287,28666.8991851851
238,0.0,531.4105333333287,28076.443037036956
239,0.0,525.4105333333287,27492.65355555548
240,0.0,528.4105333333287,26905.53074074067
241,0.0,529.4105333333287,26317.29681481475
242,0.0,502.41053333332866,25759.062888888828
243,0.0,498.41053333332866,25205.273407407352
244,0.0,509.41053333332866,24639.261703703654
245,0.0,498.41053333332866,24085.47222222218
246,0.0,478.41053333332866,23553.904962962926
247,0.0,352.63259999999764,23162.090962962928
248,0.0,484.41053333332866,22623.857037037007
249,0.0,352.63259999999764,22232.04303703701
250,0.0,352.63259999999764,21840.22903703701
251,0.0,429.41053333332866,21363.1062222222
252,0.0,284.63259999999764,21046.84777777776
253,0.0,294.63259999999764,20719.478222222206
254,0.0,270.63259999999764,20418.77533333332
255,0.0,185.63259999999764,20212.51688888888
256,0.0,122.63259999999764,20076.25844444444
257,0.0,68.63259999999764,20000.0
258,0.0,0.0,20000.0
259,0.0,0.0,20000.0
260,0.0,0.0,20000.0
261,0.0,0.0,20000.0
262,0.0,0.0,20000.0
263,0.0,0.0,20000.0
264,0.0,0.0,20000.0
265,0.0,0.0,20000.0
266,0.0,0.0,20000.0
267,0.0,0.0,20000.0
268,0.0,0.0,20000.0
269,0.0,0.0,20000.0
270,0.0,0.0,20000.0
271,0.0,0.0,20000.0
272,0.0,0.0,20000.0
273,0.0,0.0,20000.0
274,0.0,0.0,20000.0
275,0.0,0.0,20000.0
276,0.0,0.0,20000.0
277,0.0,0.0,20000.0
278,0.0,0.0,20000.0
279,0.0,0.0,20000.0
280,0.0,0.0,20000.0
281,0.0,0.0,20000.0
282,0.0,0.0,20000.0
283,0.0,0.0,20000.0
284,0.0,0.0,20000.0
285,0.0,0.0,20000.0
286,0.0,0.0,20000.0
287,0.0,0.0,20000.0
0,10000.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,0.0,17000.0
0,0.0,201.75133333333042,16775.831851851854
0,0.0,161.75133333333042,16596.108148148152
0,0.0,161.75133333333042,16416.38444444445
0,0.0,170.75133333333042,16226.66074074075
0,0.0,191.75133333333042,16013.603703703717
0,0.0,318.7513333333304,15659.435555555572
0,0.0,465.7513333333304,15141.934074074094
0,0.0,539.7513333333304,14542.210370370392
0,0.0,534.7513333333304,13948.042222222248
0,0.0,290.7513333333304,13624.985185185215
0,0.0,284.7513333333304,13308.594814814847
0,0.0,3979.423133333325,8887.013555555597
0,0.0,3990.423133333325,4453.210074074124
0,0.0,3986.423133333325,23.85103703709592
0,0.0,21.465933333386328,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,28.78913333333503,0.0,25.910220000001527
0,0.0,0.0,25.910220000001527
0,0.0,0.0,25.910220000001527
0,5.78913333333503,0.0,31.120440000003054
0,15.78913333333503,0.0,45.330660000004585
0,23.78913333333503,0.0,66.74088000000611
0,100.78913333333503,0.0,157.45110000000764
0,172.56706666666787,0.0,312.7614600000087
0,219.56706666666787,0.0,510.3718200000098
0,342.56706666666787,0.0,818.6821800000109
0,365.56706666666787,0.0,1147.692540000012
0,313.78913333333503,0.0,1430.1027600000136
0,364.78913333333503,0.0,1758.412980000015
0,397.78913333333503,0.0,2116.4232000000165
0,428.78913333333503,0.0,2502.333420000018
0,464.78913333333503,0.0,2920.64364000002
0,623.5670666666679,0.0,3481.8540000000207
0,637.5670666666679,0.0,4055.6643600000216
0,671.5670666666679,0.0,4660.074720000022
0,666.5670666666679,0.0,5259.985080000023
0,696.5670666666679,0.0,5886.895440000024
0,775.5670666666679,0.0,6584.905800000025
0,944.5670666666679,0.0,7435.0161600000265
0,1013.5670666666679,0.0,8347.226520000027
0,2216.3464000000017,0.0,10341.93828000003
0,1449.5670666666679,0.0,11646.54864000003
0,1589.5670666666679,0.0,13077.15900000003
0,2595.3464000000017,0.0,15412.970760000033
0,2503.6802000000002,0.0,17666.282940000034
0,2791.569866666668,0.0,20178.695820000034
0,2584.569866666668,0.0,22504.808700000034
0,2522.569866666668,0.0,24775.121580000035
0,2466.569866666668,0.0,26995.034460000035
0,2469.569866666668,0.0,29217.647340000036
0,2638.569866666668,0.0,31592.36022000004
0,2640.569866666668,0.0,33968.87310000004
0,2847.1257333333338,0.0,36531.286260000044
0,2791.1257333333338,0.0,39043.29942000005
0,1063.0006444443925,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,220.63259999999764,39754.852666666666
0,0.0,590.6325999999976,39098.59422222222
0,0.0,904.6325999999976,38093.44688888889
0,0.0,1143.6325999999967,36822.744000000006
0,0.0,1352.6325999999967,35319.8188888889
0,0.0,1496.6325999999958,33656.89377777779
0,0.0,1603.632599999995,31875.079777777795
0,0.0,1703.632599999995,29982.15466666669
0,0.0,1765.632599999995,28020.340666666696
0,0.0,1802.632599999995,26017.41555555559
0,0.0,1781.632599999995,24037.82377777782
0,0.0,1792.632599999995,22046.009777777825
0,0.0,1791.632599999995,20055.306888888943
0,0.0,1833.632599999995,18017.937333333393
0,0.0,1818.632599999995,15997.23444444451
0,0.0,1820.632599999995,13974.309333333404
0,0.0,1853.632599999995,11914.717555555631
0,0.0,1874.632599999995,9831.792444444525
0,0.0,1831.632599999995,7796.645111111197
0,0.0,1815.632599999995,5779.275555555647
0,0.0,1820.632599999995,3756.3504444445416
0,0.0,1797.632599999995,1758.9808888889916
0,0.0,1583.0828000000922,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,819.4623333333343,0.0,737.5161000000008
0,918.4623333333343,0.0,1564.1322000000018
0,1076.4623333333343,0.0,2532.9483000000027
0,1249.0182000000018,0.0,3657.0646800000045
0,1228.0182000000018,0.0,4762.281060000007
0,1276.0182000000018,0.0,5910.697440000008
0,1205.0182000000018,0.0,6995.21382000001
0,1337.0182000000018,0.0,8198.530200000012
0,1520.0182000000018,0.0,9566.546580000013
0,2677.7975333333357,0.0,11976.564360000015
0,2748.7975333333357,0.0,14450.482140000016
0,2804.3534000000013,0.0,16974.40020000002
0,3022.909266666669,0.0,19695.01854000002
0,2866.909266666669,0.0,22275.236880000022
0,2706.909266666669,0.0,24711.455220000025
0,3092.243066666669,0.0,27494.473980000028
0,3262.5768666666695,0.0,30430.79316000003
0,3344.5768666666695,0.0,33440.91234000003
0,3430.5768666666695,0.0,36528.431520000035
0,3522.5768666666695,0.0,39698.75070000004
0,334.7214444443994,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
0,0.0,0.0,40000.0
