,interval_start_local,interval_end_local,load_forecast.load_forecast,net_load,renewables,renewables_to_load_ratio,load.load,fuel_mix.solar,fuel_mix.wind,fuel_mix.geothermal,fuel_mix.biomass,fuel_mix.biogas,fuel_mix.small_hydro,fuel_mix.coal,fuel_mix.nuclear,fuel_mix.natural_gas,fuel_mix.large_hydro,fuel_mix.batteries,fuel_mix.imports,fuel_mix.other
0,2022-01-01 00:00:00-08:00,2022-01-01 01:00:00-08:00,22664.759166666667,18229.75,6543.916666666667,0.2953153146377144,22159.08333333333,-31.916666666666668,3961.25,879.0,274.5833333333333,210.0,144.0,19.75,2264.583333333333,6911.0,1107.0,70.41666666666667,7933.083333333333,0.0
1,2022-01-01 01:00:00-08:00,2022-01-01 02:00:00-08:00,21823.094166666662,17812.75,6184.0,0.2891431065116424,21387.33333333333,-32.0,3606.5833333333335,877.6666666666666,280.75,210.83333333333331,143.16666666666666,19.0,2265.0,6425.166666666667,1097.0,157.25,7784.833333333333,0.0
2,2022-01-01 02:00:00-08:00,2022-01-01 03:00:00-08:00,21163.079166666663,17657.333333333332,5710.583333333333,0.2746441052935329,20792.666666666668,-32.0,3167.333333333333,877.3333333333334,282.1666666666667,210.5,144.41666666666666,19.75,2265.9166666666665,6633.083333333333,1060.8333333333333,-30.5,7825.166666666667,0.0
3,2022-01-01 03:00:00-08:00,2022-01-01 04:00:00-08:00,20790.173125,17527.75,5237.166666666667,0.256553030457661,20413.58333333333,-33.166666666666664,2919.0,877.5,279.6666666666667,210.75,183.66666666666663,19.916666666666668,2266.083333333333,6563.666666666667,799.75,-37.0,8169.666666666667,0.0
4,2022-01-01 04:00:00-08:00,2022-01-01 05:00:00-08:00,20750.28583333333,17761.583333333332,5028.333333333333,0.2463138644416505,20414.33333333333,-33.083333333333336,2685.833333333333,879.25,282.3333333333333,211.0,204.41666666666663,20.08333333333333,2266.583333333333,6693.75,798.5833333333334,-29.25,8214.5,0.0
5,2022-01-01 05:00:00-08:00,2022-01-01 06:00:00-08:00,21060.730416666665,18509.75,4825.916666666667,0.2321203108779215,20790.58333333333,-33.0,2313.833333333333,877.9166666666666,284.5,209.83333333333331,205.75,19.33333333333333,2266.5,6855.75,967.0833333333334,107.58333333333331,8440.166666666666,0.0
6,2022-01-01 06:00:00-08:00,2022-01-01 07:00:00-08:00,21545.63770833333,19517.416666666668,4586.666666666667,0.2140218532488237,21430.83333333333,-27.666666666666668,1941.0833333333333,878.1666666666666,285.0833333333333,209.75,205.33333333333331,19.75,2266.5,7328.583333333333,1094.9166666666667,146.08333333333334,8710.833333333334,0.0
7,2022-01-01 07:00:00-08:00,2022-01-01 08:00:00-08:00,21689.278125,18235.416666666668,5955.25,0.2757070822032492,21599.916666666668,1478.5,1886.0,878.5833333333334,286.6666666666667,209.33333333333331,201.91666666666663,20.25,2266.0,6877.75,1014.25,74.33333333333333,8215.25,0.0
8,2022-01-01 08:00:00-08:00,2022-01-01 09:00:00-08:00,21305.480625,12429.416666666668,10839.583333333332,0.5173140632270534,20953.58333333333,6724.5,1799.6666666666667,878.0,285.8333333333333,207.5,149.08333333333334,20.416666666666668,2266.333333333333,5071.166666666667,795.0,-174.83333333333334,5350.333333333333,0.0
9,2022-01-01 09:00:00-08:00,2022-01-01 10:00:00-08:00,20510.3625,8515.333333333334,12953.916666666668,0.6580407828063685,19685.58333333333,9254.166666666666,1916.0833333333333,877.1666666666666,292.25,205.5,146.58333333333334,20.25,2266.1666666666665,4054.6666666666665,262.1666666666667,-560.3333333333334,4071.9166666666665,0.0
10,2022-01-01 10:00:00-08:00,2022-01-01 11:00:00-08:00,19677.985416666663,6809.583333333333,13328.166666666668,0.7237046321476568,18416.58333333333,9451.333333333334,2155.6666666666665,876.25,294.5,204.66666666666663,145.41666666666666,19.83333333333333,2267.333333333333,4083.6666666666665,200.33333333333331,-833.1666666666666,2993.75,0.0
11,2022-01-01 11:00:00-08:00,2022-01-01 12:00:00-08:00,19042.785416666666,5984.0,13418.416666666668,0.7620311871465417,17608.75,9407.083333333334,2217.6666666666665,875.4166666666666,298.6666666666667,203.33333333333331,145.08333333333334,19.666666666666668,2267.1666666666665,3487.75,271.1666666666667,-535.0833333333334,2143.1666666666665,0.0
12,2022-01-01 12:00:00-08:00,2022-01-01 13:00:00-08:00,18738.16145833333,5622.833333333333,13346.0,0.7729194417096195,17267.0,9395.333333333334,2248.833333333333,875.1666666666666,296.6666666666667,204.16666666666663,143.5,18.416666666666668,2265.833333333333,3577.1666666666665,182.33333333333331,-622.5833333333334,1932.1666666666667,0.0
13,2022-01-01 13:00:00-08:00,2022-01-01 14:00:00-08:00,18867.213541666668,5924.666666666667,13109.833333333332,0.7552327367693371,17358.666666666668,9176.416666666666,2257.583333333333,876.3333333333334,297.1666666666667,205.08333333333331,142.5,18.25,2263.75,3630.25,154.75,-557.6666666666666,2135.75,0.0
14,2022-01-01 14:00:00-08:00,2022-01-01 15:00:00-08:00,19751.59145833333,7498.083333333333,12531.916666666668,0.6832888812151559,18340.58333333333,8621.75,2220.75,874.5833333333334,295.4166666666667,204.5,142.33333333333334,18.33333333333333,2264.083333333333,4532.416666666667,172.58333333333334,-562.1666666666666,2814.833333333333,0.0
15,2022-01-01 15:00:00-08:00,2022-01-01 16:00:00-08:00,21276.430416666662,11558.583333333332,10773.583333333334,0.5389014635203688,19991.75,6474.416666666667,1958.75,875.25,293.75,205.33333333333331,187.25,19.416666666666668,2263.75,5761.583333333333,778.8333333333334,-68.16666666666667,3450.583333333333,0.0
16,2022-01-01 16:00:00-08:00,2022-01-01 17:00:00-08:00,23658.50770833333,19372.58333333333,6769.333333333333,0.3007189237615039,22510.5,1401.6666666666667,1736.25,877.75,295.6666666666667,205.0,202.33333333333331,18.83333333333333,2264.6666666666665,7810.5,2050.6666666666665,725.1666666666666,6171.5,0.0
17,2022-01-01 17:00:00-08:00,2022-01-01 18:00:00-08:00,26291.16375,23904.33333333333,5968.166666666667,0.2348154244140106,25416.416666666668,-38.833333333333336,1550.9166666666667,878.25,295.1666666666667,205.25,240.5,18.666666666666668,2266.583333333333,10563.166666666666,2836.9166666666665,1387.25,6226.666666666667,0.0
18,2022-01-01 18:00:00-08:00,2022-01-01 19:00:00-08:00,26981.02395833333,24767.416666666668,5771.083333333333,0.2199757957696596,26235.08333333333,-45.16666666666666,1512.8333333333333,877.5,297.0,207.41666666666663,234.08333333333331,18.416666666666668,2267.333333333333,10716.0,2687.4166666666665,1179.3333333333333,7270.916666666667,0.0
19,2022-01-01 19:00:00-08:00,2022-01-01 20:00:00-08:00,26689.919375,24790.5,5411.583333333333,0.2074277792684017,26089.0,-43.833333333333336,1342.3333333333333,877.25,296.9166666666667,208.33333333333331,203.0,17.666666666666668,2266.0,10258.5,2527.583333333333,1078.4166666666667,7832.75,0.0
20,2022-01-01 20:00:00-08:00,2022-01-01 21:00:00-08:00,26156.597916666666,24789.0,4853.5,0.1881061807423867,25801.916666666668,-42.25,1055.1666666666667,876.6666666666666,292.0,208.41666666666663,194.91666666666663,17.583333333333332,2264.9166666666665,10269.25,2268.583333333333,584.4166666666666,8293.333333333334,0.0
21,2022-01-01 21:00:00-08:00,2022-01-01 22:00:00-08:00,25353.501666666667,24450.58333333333,4261.333333333333,0.1683567308452077,25311.33333333333,-42.25,903.0,877.6666666666666,295.9166666666667,208.41666666666663,195.41666666666663,17.75,2265.0,10524.75,1823.1666666666667,349.9166666666667,8259.583333333334,0.0
22,2022-01-01 22:00:00-08:00,2022-01-01 23:00:00-08:00,24161.87958333333,23369.0,3932.0833333333335,0.1620542092537641,24264.0,-42.91666666666666,937.9166666666666,879.3333333333334,295.5833333333333,206.41666666666663,194.58333333333331,18.166666666666668,2265.1666666666665,10458.916666666666,1461.1666666666667,161.41666666666666,7888.75,0.0
23,2022-01-01 23:00:00-08:00,2022-01-02 00:00:00-08:00,22950.523125,21895.916666666668,3898.6666666666665,0.16984015770042,22954.916666666668,-42.91666666666666,1101.9166666666667,879.3333333333334,292.9166666666667,206.66666666666663,193.08333333333331,17.583333333333332,2265.0,9915.166666666666,1267.6666666666667,-17.833333333333332,7612.916666666667,0.0
24,2022-01-02 00:00:00-08:00,2022-01-02 01:00:00-08:00,22071.121666666662,20936.166666666668,3743.1666666666665,0.1703187741962393,21977.416666666668,-43.0,1084.25,881.5833333333334,293.25,212.25,154.91666666666666,18.08333333333333,2264.75,9111.916666666666,1159.9166666666667,-130.91666666666666,7872.0,0.0
25,2022-01-02 01:00:00-08:00,2022-01-02 02:00:00-08:00,21374.495625,20233.0,3603.6666666666665,0.1695231524312797,21257.666666666668,-43.0,1067.6666666666667,882.0,289.75,213.08333333333331,155.5,18.75,2264.833333333333,8210.5,1038.6666666666667,-143.33333333333334,8222.916666666666,0.0
26,2022-01-02 02:00:00-08:00,2022-01-02 03:00:00-08:00,20871.306875,19658.33333333333,3390.333333333333,0.1629752476635701,20802.75,-43.0,1187.4166666666667,883.0833333333334,289.5833333333333,213.08333333333331,155.33333333333334,18.666666666666668,2265.333333333333,8091.666666666667,704.8333333333334,-84.5,8428.583333333334,0.0
