,interval_start_local,interval_end_local,market,location,location_type,lmp,energy,congestion,loss
0,2022-01-01 00:00:00-08:00,2022-01-01 01:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,59.57375,59.97558,0.0,-0.40184
1,2022-01-01 01:00:00-08:00,2022-01-01 02:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,61.73845,62.34318,0.0,-0.60473
2,2022-01-01 02:00:00-08:00,2022-01-01 03:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,57.97451,58.95913,0.0,-0.98462
3,2022-01-01 03:00:00-08:00,2022-01-01 04:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,58.82423,59.7868,0.0,-0.96257
4,2022-01-01 04:00:00-08:00,2022-01-01 05:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,60.93695,61.85864,0.0,-0.92169
5,2022-01-01 05:00:00-08:00,2022-01-01 06:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,75.63289,76.61355,0.0,-0.98065
6,2022-01-01 06:00:00-08:00,2022-01-01 07:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,83.72587,84.4692,0.0,-0.74333
7,2022-01-01 07:00:00-08:00,2022-01-01 08:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,77.04197,77.44468,0.0,-0.40271
8,2022-01-01 08:00:00-08:00,2022-01-01 09:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,56.42938,55.2904,0.0,1.13898
9,2022-01-01 09:00:00-08:00,2022-01-01 10:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,42.45601,40.99653,0.0,1.45948
10,2022-01-01 10:00:00-08:00,2022-01-01 11:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,40.75,37.26009,1.93617,1.55375
11,2022-01-01 11:00:00-08:00,2022-01-01 12:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,29.80444,28.66638,0.0,1.13806
12,2022-01-01 12:00:00-08:00,2022-01-01 13:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,28.8583,27.80451,0.0,1.05379
13,2022-01-01 13:00:00-08:00,2022-01-01 14:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,31.02446,29.95507,0.0,1.0694
14,2022-01-01 14:00:00-08:00,2022-01-01 15:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,33.79135,32.97039,0.0,0.82096
15,2022-01-01 15:00:00-08:00,2022-01-01 16:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,55.88116,55.76962,0.0,0.11154
16,2022-01-01 16:00:00-08:00,2022-01-01 17:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,82.58904,83.52452,0.0,-0.93547
17,2022-01-01 17:00:00-08:00,2022-01-01 18:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,91.93017,93.57713,0.0,-1.64696
18,2022-01-01 18:00:00-08:00,2022-01-01 19:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,91.66803,93.61522,0.0,-1.9472
19,2022-01-01 19:00:00-08:00,2022-01-01 20:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,87.74919,89.79655,0.0,-2.04736
20,2022-01-01 20:00:00-08:00,2022-01-01 21:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,81.4413,83.81321,0.0,-2.37191
21,2022-01-01 21:00:00-08:00,2022-01-01 22:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,77.59157,80.15658,0.0,-2.56501
22,2022-01-01 22:00:00-08:00,2022-01-01 23:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,74.31367,76.57256,0.0,-2.25889
23,2022-01-01 23:00:00-08:00,2022-01-02 00:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,64.61438,66.35282,0.0,-1.73844
24,2022-01-02 00:00:00-08:00,2022-01-02 01:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,65.62056,66.60633,0.0,-0.98577
25,2022-01-02 01:00:00-08:00,2022-01-02 02:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,62.95766,64.13779,0.0,-1.18014
26,2022-01-02 02:00:00-08:00,2022-01-02 03:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,62.44437,63.70575,0.0,-1.26137
27,2022-01-02 03:00:00-08:00,2022-01-02 04:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,62.15205,63.35581,0.0,-1.20376
28,2022-01-02 04:00:00-08:00,2022-01-02 05:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,64.2,65.3901,0.0,-1.1901
29,2022-01-02 05:00:00-08:00,2022-01-02 06:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,73.30405,74.40525,0.0,-1.1012
30,2022-01-02 06:00:00-08:00,2022-01-02 07:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,75.48514,76.68137,0.0,-1.19623
31,2022-01-02 07:00:00-08:00,2022-01-02 08:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,72.26141,72.74883,0.0,-0.48742
32,2022-01-02 08:00:00-08:00,2022-01-02 09:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,54.47114,53.95319,0.0,0.51795
33,2022-01-02 09:00:00-08:00,2022-01-02 10:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,42.46,40.96083,0.0,1.49917
34,2022-01-02 10:00:00-08:00,2022-01-02 11:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,39.18048,33.66295,4.17438,1.34315
35,2022-01-02 11:00:00-08:00,2022-01-02 12:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,31.72806,28.51482,2.10686,1.10637
36,2022-01-02 12:00:00-08:00,2022-01-02 13:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,31.28613,26.80861,3.46683,1.01068
37,2022-01-02 13:00:00-08:00,2022-01-02 14:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,31.26185,27.54574,2.64734,1.06877
38,2022-01-02 14:00:00-08:00,2022-01-02 15:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,32.86266,31.77899,0.0,1.08366
39,2022-01-02 15:00:00-08:00,2022-01-02 16:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,53.95271,53.71636,0.0,0.23635
40,2022-01-02 16:00:00-08:00,2022-01-02 17:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,77.21705,77.89474,0.0,-0.67768
41,2022-01-02 17:00:00-08:00,2022-01-02 18:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,91.56435,93.22374,0.0,-1.65938
42,2022-01-02 18:00:00-08:00,2022-01-02 19:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,88.73449,90.56388,0.0,-1.82939
43,2022-01-02 19:00:00-08:00,2022-01-02 20:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,87.20689,89.14126,0.0,-1.93437
44,2022-01-02 20:00:00-08:00,2022-01-02 21:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,82.85696,84.80753,0.0,-1.95057
45,2022-01-02 21:00:00-08:00,2022-01-02 22:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,75.76231,77.68103,0.0,-1.91872
46,2022-01-02 22:00:00-08:00,2022-01-02 23:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,70.18868,71.87781,0.0,-1.68913
47,2022-01-02 23:00:00-08:00,2022-01-03 00:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,67.5942,69.09353,0.0,-1.49933
48,2022-01-03 00:00:00-08:00,2022-01-03 01:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,65.80248,67.31023,0.0,-1.50775
49,2022-01-03 01:00:00-08:00,2022-01-03 02:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,65.13577,66.56696,0.0,-1.43119
50,2022-01-03 02:00:00-08:00,2022-01-03 03:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,64.47678,66.08259,0.0,-1.60581
51,2022-01-03 03:00:00-08:00,2022-01-03 04:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,63.89285,65.49083,0.0,-1.59798
52,2022-01-03 04:00:00-08:00,2022-01-03 05:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,65.92502,67.58074,0.0,-1.65573
53,2022-01-03 05:00:00-08:00,2022-01-03 06:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,76.6025,78.61505,0.0,-2.01255
54,2022-01-03 06:00:00-08:00,2022-01-03 07:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,102.9116,105.1191,0.0,-2.2075
55,2022-01-03 07:00:00-08:00,2022-01-03 08:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,100.63229,101.90611,0.0,-1.27383
56,2022-01-03 08:00:00-08:00,2022-01-03 09:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,75.84494,76.60331,0.0,-0.75837
57,2022-01-03 09:00:00-08:00,2022-01-03 10:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,67.05049,64.30517,2.49453,0.25079
58,2022-01-03 10:00:00-08:00,2022-01-03 11:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,63.37,56.46131,7.03855,-0.12986
59,2022-01-03 11:00:00-08:00,2022-01-03 12:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,59.3765,54.14968,5.06979,0.15703
60,2022-01-03 12:00:00-08:00,2022-01-03 13:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,57.5,53.094,4.10868,0.29733
61,2022-01-03 13:00:00-08:00,2022-01-03 14:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,56.84311,51.85815,4.56492,0.42005
62,2022-01-03 14:00:00-08:00,2022-01-03 15:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,57.8359,53.75228,3.80948,0.27414
63,2022-01-03 15:00:00-08:00,2022-01-03 16:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,62.09107,62.34669,0.0,-0.25562
64,2022-01-03 16:00:00-08:00,2022-01-03 17:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,90.70721,92.41692,0.0,-1.70971
65,2022-01-03 17:00:00-08:00,2022-01-03 18:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,120.51443,123.32627,0.0,-2.81184
66,2022-01-03 18:00:00-08:00,2022-01-03 19:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,108.16519,110.49667,0.0,-2.33148
67,2022-01-03 19:00:00-08:00,2022-01-03 20:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,98.46848,100.56014,0.0,-2.09165
68,2022-01-03 20:00:00-08:00,2022-01-03 21:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,89.16603,90.9579,0.0,-1.79187
69,2022-01-03 21:00:00-08:00,2022-01-03 22:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,78.00104,79.64166,0.0,-1.64062
70,2022-01-03 22:00:00-08:00,2022-01-03 23:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,73.76011,75.96304,0.0,-2.20293
71,2022-01-03 23:00:00-08:00,2022-01-04 00:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,65.66552,67.87835,0.0,-2.21283
72,2022-01-04 00:00:00-08:00,2022-01-04 01:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,53.52858,55.24676,0.0,-1.71817
73,2022-01-04 01:00:00-08:00,2022-01-04 02:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,51.21144,52.8607,0.0,-1.64925
74,2022-01-04 02:00:00-08:00,2022-01-04 03:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,50.23424,52.12643,0.0,-1.89219
75,2022-01-04 03:00:00-08:00,2022-01-04 04:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,50.41167,51.77862,0.0,-1.36696
76,2022-01-04 04:00:00-08:00,2022-01-04 05:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,50.8799,52.53475,0.0,-1.65484
77,2022-01-04 05:00:00-08:00,2022-01-04 06:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,59.80514,61.21931,0.0,-1.41417
78,2022-01-04 06:00:00-08:00,2022-01-04 07:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,83.69014,85.57274,0.0,-1.8826
79,2022-01-04 07:00:00-08:00,2022-01-04 08:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,80.51365,81.84777,0.0,-1.33412
80,2022-01-04 08:00:00-08:00,2022-01-04 09:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,60.46623,61.28749,0.0,-0.82125
81,2022-01-04 09:00:00-08:00,2022-01-04 10:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,53.0,52.29269,1.13088,-0.42357
82,2022-01-04 10:00:00-08:00,2022-01-04 11:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,52.49102,46.43095,6.67295,-0.61289
83,2022-01-04 11:00:00-08:00,2022-01-04 12:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.27323,40.93369,6.78982,-0.45027
84,2022-01-04 12:00:00-08:00,2022-01-04 13:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.63593,40.60189,7.37103,-0.337
85,2022-01-04 13:00:00-08:00,2022-01-04 14:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.75049,41.47542,6.62346,-0.34839
86,2022-01-04 14:00:00-08:00,2022-01-04 15:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,48.09787,44.62165,3.8332,-0.35697
87,2022-01-04 15:00:00-08:00,2022-01-04 16:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,58.27287,59.04638,0.0,-0.77351
88,2022-01-04 16:00:00-08:00,2022-01-04 17:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,79.89512,81.65061,0.0,-1.75549
89,2022-01-04 17:00:00-08:00,2022-01-04 18:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,94.28309,96.47303,0.0,-2.18994
90,2022-01-04 18:00:00-08:00,2022-01-04 19:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,88.45115,90.41312,0.0,-1.96196
91,2022-01-04 19:00:00-08:00,2022-01-04 20:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,81.47919,83.43149,0.0,-1.9523
92,2022-01-04 20:00:00-08:00,2022-01-04 21:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,79.45502,81.29223,0.0,-1.8372
93,2022-01-04 21:00:00-08:00,2022-01-04 22:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,70.24031,72.1005,0.0,-1.86019
94,2022-01-04 22:00:00-08:00,2022-01-04 23:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,61.29964,62.86497,0.0,-1.56534
95,2022-01-04 23:00:00-08:00,2022-01-05 00:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,58.40418,60.01868,0.0,-1.6145
96,2022-01-05 00:00:00-08:00,2022-01-05 01:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,51.83677,53.2752,0.0,-1.43843
97,2022-01-05 01:00:00-08:00,2022-01-05 02:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,49.18297,50.57895,0.0,-1.39598
98,2022-01-05 02:00:00-08:00,2022-01-05 03:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.97349,49.45211,0.0,-1.47862
99,2022-01-05 03:00:00-08:00,2022-01-05 04:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.68981,48.88254,0.0,-1.19273
100,2022-01-05 04:00:00-08:00,2022-01-05 05:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.95034,49.30626,0.0,-1.35592
101,2022-01-05 05:00:00-08:00,2022-01-05 06:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,55.86413,57.36715,0.0,-1.50302
102,2022-01-05 06:00:00-08:00,2022-01-05 07:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,77.43754,79.55366,0.0,-2.11613
103,2022-01-05 07:00:00-08:00,2022-01-05 08:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,79.6047,80.73499,0.0,-1.13029
104,2022-01-05 08:00:00-08:00,2022-01-05 09:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,58.5544,59.12198,0.0,-0.56757
105,2022-01-05 09:00:00-08:00,2022-01-05 10:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,54.39001,51.77838,3.45044,-0.83881
106,2022-01-05 10:00:00-08:00,2022-01-05 11:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,52.32995,47.6852,5.57462,-0.92986
107,2022-01-05 11:00:00-08:00,2022-01-05 12:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,45.13891,42.17157,3.48183,-0.51449
108,2022-01-05 12:00:00-08:00,2022-01-05 13:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,46.96038,42.11342,5.36075,-0.51378
109,2022-01-05 13:00:00-08:00,2022-01-05 14:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.0041,42.57598,5.01992,-0.59181
110,2022-01-05 14:00:00-08:00,2022-01-05 15:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,51.47765,47.15515,4.74689,-0.4244
111,2022-01-05 15:00:00-08:00,2022-01-05 16:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,58.57346,59.38104,0.0,-0.80758
112,2022-01-05 16:00:00-08:00,2022-01-05 17:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,82.39068,83.1809,0.0,-0.79022
113,2022-01-05 17:00:00-08:00,2022-01-05 18:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,93.9141,95.10288,0.0,-1.18879
114,2022-01-05 18:00:00-08:00,2022-01-05 19:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,87.55148,88.49842,0.0,-0.94693
115,2022-01-05 19:00:00-08:00,2022-01-05 20:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,81.58482,82.49224,0.0,-0.90741
116,2022-01-05 20:00:00-08:00,2022-01-05 21:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,77.52603,78.7706,0.0,-1.24458
117,2022-01-05 21:00:00-08:00,2022-01-05 22:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,71.15582,72.79368,0.0,-1.63786
118,2022-01-05 22:00:00-08:00,2022-01-05 23:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,61.58309,63.68469,0.0,-2.10159
119,2022-01-05 23:00:00-08:00,2022-01-06 00:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,54.76509,56.61645,0.0,-1.85136
120,2022-01-06 00:00:00-08:00,2022-01-06 01:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.85463,48.83624,0.0,-0.98161
121,2022-01-06 01:00:00-08:00,2022-01-06 02:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,46.77911,47.56875,0.0,-0.78964
122,2022-01-06 02:00:00-08:00,2022-01-06 03:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,46.27159,47.28829,0.0,-1.0167
123,2022-01-06 03:00:00-08:00,2022-01-06 04:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,46.46008,47.45182,0.0,-0.99174
124,2022-01-06 04:00:00-08:00,2022-01-06 05:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.82679,48.92266,0.0,-1.09587
125,2022-01-06 05:00:00-08:00,2022-01-06 06:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,56.06343,57.60139,0.0,-1.53796
126,2022-01-06 06:00:00-08:00,2022-01-06 07:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,72.29484,74.40037,0.0,-2.10553
127,2022-01-06 07:00:00-08:00,2022-01-06 08:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,75.11932,76.61328,0.0,-1.49396
128,2022-01-06 08:00:00-08:00,2022-01-06 09:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,56.35106,57.00663,0.0,-0.65558
129,2022-01-06 09:00:00-08:00,2022-01-06 10:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,51.73595,50.97025,1.16327,-0.39757
130,2022-01-06 10:00:00-08:00,2022-01-06 11:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,51.7153,45.79068,6.29095,-0.36633
131,2022-01-06 11:00:00-08:00,2022-01-06 12:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,46.8624,41.18152,5.8662,-0.18532
132,2022-01-06 12:00:00-08:00,2022-01-06 13:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,44.43208,39.79044,4.66153,-0.0199
133,2022-01-06 13:00:00-08:00,2022-01-06 14:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,42.71031,38.99719,3.63513,0.07799
134,2022-01-06 14:00:00-08:00,2022-01-06 15:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,43.61374,41.31142,2.1536,0.14872
135,2022-01-06 15:00:00-08:00,2022-01-06 16:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,53.20945,53.93214,0.0,-0.72269
136,2022-01-06 16:00:00-08:00,2022-01-06 17:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,69.42117,71.98379,0.0,-2.56262
137,2022-01-06 17:00:00-08:00,2022-01-06 18:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,83.55617,86.38975,0.0,-2.83358
138,2022-01-06 18:00:00-08:00,2022-01-06 19:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,74.70729,77.24878,0.0,-2.54148
139,2022-01-06 19:00:00-08:00,2022-01-06 20:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,69.97424,72.60245,0.0,-2.62821
140,2022-01-06 20:00:00-08:00,2022-01-06 21:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,65.4398,67.57518,0.0,-2.13538
141,2022-01-06 21:00:00-08:00,2022-01-06 22:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,60.62319,62.57555,0.0,-1.95236
142,2022-01-06 22:00:00-08:00,2022-01-06 23:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,56.93487,58.87784,0.0,-1.94297
143,2022-01-06 23:00:00-08:00,2022-01-07 00:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,53.02202,54.64498,0.0,-1.62296
144,2022-01-07 00:00:00-08:00,2022-01-07 01:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,49.18955,50.78942,0.0,-1.59987
145,2022-01-07 01:00:00-08:00,2022-01-07 02:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,47.77482,49.06523,0.0,-1.29042
146,2022-01-07 02:00:00-08:00,2022-01-07 03:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,45.40559,46.67995,0.0,-1.27436
147,2022-01-07 03:00:00-08:00,2022-01-07 04:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,44.7433,46.00853,0.0,-1.26523
148,2022-01-07 04:00:00-08:00,2022-01-07 05:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,44.77428,45.91763,0.0,-1.14335
149,2022-01-07 05:00:00-08:00,2022-01-07 06:00:00-08:00,DAY_AHEAD_HOURLY,TH_NP15_GEN-APND,Trading Hub,52.63289,53.88849,0.0,-1.2556
