,energy_price,capacity_MW
0,2.7423511111111107,1851.1441666666667
1,4.503925882352941,474.58749999999986
2,16.032766111111112,824.71
3,20.074362352941176,218.7249999999999
4,27.344680555555556,1589.1266666666666
5,28.115334705882354,130.94916666666722
6,30.702684444444444,1002.7075000000004
7,36.71115176470588,861.8433333333332
8,39.12810764705882,77.97333333333336
9,40.45979555555555,351.9916666666659
10,43.50148875,589.1783333333342
11,48.608631764705876,767.9949999999981
12,50.23134388888889,150.01000000000022
13,53.27343944444445,218.7416666666686
14,70.34079111111112,225.70833333333212
15,78.87092705882353,616.8300000000017
16,98.46216823529413,2654.6116666666676
17,101.20989705882353,2429.337499999996
18,101.21556294117647,1766.7458333333325
19,121.71055666666666,130.02666666666846
20,126.47186588235293,2321.838333333333
21,127.39955764705883,1004.1849999999977
22,127.83479705882353,1104.1666666666679
23,130.1591317647059,31.01499999999578
24,133.3005238888889,414.4741666666705
25,133.5503805882353,32.88416666667035
26,133.65101166666668,63.93500000000131
27,134.20137166666666,304.3874999999971
28,152.71137111111113,2020.1450000000004
29,166.2457488235294,2657.115833333337
30,167.6896570588235,1179.7433333333247
31,172.02983055555555,564.0733333333374
32,176.2088627777778,7476.419999999995
33,239.21348529411765,1058.3508333333375
34,254.64288666666667,1722.9225000001388
35,443.7288723529412,2259.6641666665964
36,835.9772344444444,3723.9024999999237
